"Object Name","Object Type","Location","Cluster Location","SLA Domain","Organization","Data Reduction (%)","Dedup Ratio","Logical Data Reduction (%)","Logical Dedup Ratio","Protected On","Total Local Storage (GB)","Total Archive Storage (GB)","Local Storage Growth (MB/day)","Archive Storage Growth (MB/day)"
"JUD-DR-OP-DB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","98.02","50.52","99.87","756.28","2018-09-05 12:49:56","23.5","0.0","0.5","0.0"
"JUD-TYLER00","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","79.88","4.97","98.43","63.56","2018-08-28 08:14:28","23.7","0.0","20.0","0.0"
"JUD-TYLER00","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.88","4.97","98.43","63.56","2018-08-28 08:14:28","23.7","0.0","20.0","0.0"
"Gruyere","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","EDU","87.89","8.26","99.09","110.16","2018-08-24 14:30:32","23.7","0.0","16.4","0.0"
"Gruyere","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","87.89","8.26","99.09","110.16","2018-08-24 14:30:32","23.7","0.0","16.4","0.0"
"ERP-FMSITWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","62.52","2.67","97.06","34.00","2018-06-22 12:07:21","23.7","0.0","-21.8","0.0"
"ERP-FMSITWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.52","2.67","97.06","34.00","2018-06-22 12:07:21","23.7","0.0","-21.8","0.0"
"DPSGISWEB2","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","62.53","2.67","96.59","29.35","2017-10-24 10:21:16","23.8","0.0","-81.3","0.0"
"DPSGISWEB2","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.53","2.67","96.59","29.35","2017-10-24 10:21:16","23.8","0.0","-81.3","0.0"
"AGO-Kirk","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGO","79.88","4.97","98.28","58.26","2018-07-27 14:17:55","24.0","0.0","101.6","0.0"
"AGO-Kirk","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.88","4.97","98.28","58.26","2018-07-27 14:17:55","24.0","0.0","101.6","0.0"
"JUD-TYLER-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","88.61","8.78","99.04","104.15","2018-08-28 08:14:27","24.1","0.0","-327.9","0.0"
"JUD-TYLER-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.61","8.78","99.04","104.15","2018-08-28 08:14:27","24.1","0.0","-327.9","0.0"
"VCGIDEVWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VCGI","76.38","4.23","97.99","49.66","2018-07-25 11:42:40","24.2","0.0","106.2","0.0"
"VCGIDEVWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","76.38","4.23","97.99","49.66","2018-07-25 11:42:40","24.2","0.0","106.2","0.0"
"JUD-APP02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","79.37","4.85","98.32","59.38","2018-08-28 08:14:28","24.4","0.0","-22.6","0.0"
"JUD-APP02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.37","4.85","98.32","59.38","2018-08-28 08:14:28","24.4","0.0","-22.6","0.0"
"JUD-Print01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","77.22","4.39","97.95","48.77","2018-08-28 08:14:27","24.7","0.0","15.1","0.0"
"JUD-Print01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","77.22","4.39","97.95","48.77","2018-08-28 08:14:27","24.7","0.0","15.1","0.0"
"ENT-CA","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","70.92","3.44","97.65","42.59","2018-08-18 16:15:55","25.0","0.0","2.1","0.0"
"ENT-CA","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","70.92","3.44","97.65","42.59","2018-08-18 16:15:55","25.0","0.0","2.1","0.0"
"ERP-FMPRDWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","76.59","4.27","98.05","51.26","2018-10-17 14:44:40","25.1","0.0","43.0","0.0"
"ERP-FMPRDWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","76.59","4.27","98.05","51.26","2018-10-17 14:44:40","25.1","0.0","43.0","0.0"
"DPSLICENSE","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","62.77","2.69","96.65","29.88","2017-10-25 08:48:37","25.2","0.0","-42.6","0.0"
"DPSLICENSE","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","62.77","2.69","96.65","29.88","2017-10-25 08:48:37","25.2","0.0","-42.6","0.0"
"ERP-DNS06","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","73.37","3.75","97.91","47.77","2018-06-22 12:07:21","25.2","0.0","-9.0","0.0"
"ERP-DNS06","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","73.37","3.75","97.91","47.77","2018-06-22 12:07:21","25.2","0.0","-9.0","0.0"
"ERP-FMUAT2REP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","76.65","4.28","98.05","51.17","2018-10-17 14:44:40","25.2","0.0","46.7","0.0"
"ERP-FMUAT2REP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","76.65","4.28","98.05","51.17","2018-10-17 14:44:40","25.2","0.0","46.7","0.0"
"ERP-FMSITAPP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","79.24","4.82","97.90","47.59","2018-06-22 12:07:21","25.3","0.0","33.3","0.0"
"ERP-FMSITAPP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","79.24","4.82","97.90","47.59","2018-06-22 12:07:21","25.3","0.0","33.3","0.0"
"Havarti","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","EDU","68.16","3.14","97.38","38.12","2018-08-24 14:30:32","25.3","0.0","57.2","0.0"
"Havarti","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","68.16","3.14","97.38","38.12","2018-08-24 14:30:32","25.3","0.0","57.2","0.0"
"DPSRSA","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","81.52","5.41","98.48","65.61","2017-10-19 08:55:38","25.5","0.0","12.5","0.0"
"DPSRSA","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","81.52","5.41","98.48","65.61","2017-10-19 08:55:38","25.5","0.0","12.5","0.0"
"WEB02","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","63.46","2.74","96.33","27.23","2017-10-25 08:48:37","25.6","0.0","-53.4","0.0"
"WEB02","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.46","2.74","96.33","27.23","2017-10-25 08:48:37","25.6","0.0","-53.4","0.0"
"JUD-TYLER-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","87.64","8.09","98.98","98.01","2018-08-28 08:14:27","25.6","0.0","-151.5","0.0"
"JUD-TYLER-DC02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","87.64","8.09","98.98","98.01","2018-08-28 08:14:27","25.6","0.0","-151.5","0.0"
"BIDRAPP01","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","70.29","3.37","97.87","46.86","2017-10-23 07:41:44","25.7","0.0","-1.2","0.0"
"DPSWSUS","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","93.14","14.58","99.14","116.68","2018-10-19 13:59:37","25.7","0.0","2567.6","0.0"
"DPSWSUS","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","93.14","14.58","99.14","116.68","2018-10-19 13:59:37","25.7","0.0","2567.6","0.0"
"EAGMDC01","vSphere VM","eagmtvvca.ea.dii.state.vt.us","Local","TV Two Weeks","Global","65.92","2.93","96.27","26.82","2018-01-09 14:06:52","26.0","0.0","-52.8","0.0"
"DPSDC01","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","63.54","2.74","96.53","28.85","2017-11-06 07:36:26","26.1","0.0","-694.5","0.0"
"DPSDC01","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","63.54","2.74","96.53","28.85","2017-11-06 07:36:26","26.1","0.0","-694.5","0.0"
"Call-DC01-01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","91.66","11.99","99.38","161.40","2018-09-04 07:04:49","26.1","0.0","139.2","0.0"
"Call-DC01-01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","91.66","11.99","99.38","161.40","2018-09-04 07:04:49","26.1","0.0","139.2","0.0"
"JUD-ONP-TEST-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","88.58","8.76","99.19","123.44","2018-08-28 08:14:28","26.1","0.0","30.8","0.0"
"JUD-ONP-TEST-ELS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.58","8.76","99.19","123.44","2018-08-28 08:14:28","26.1","0.0","30.8","0.0"
"JUD-ONP-TRAIN-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","88.39","8.61","99.19","123.40","2018-08-28 08:14:28","26.1","0.0","-0.2","0.0"
"JUD-ONP-TRAIN-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.39","8.61","99.19","123.40","2018-08-28 08:14:28","26.1","0.0","-0.2","0.0"
"VLC-SFTP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","70.32","3.37","97.10","34.53","2018-08-18 16:15:01","26.1","0.0","49.6","0.0"
"VLC-SFTP","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","70.32","3.37","97.10","34.53","2018-08-18 16:15:01","26.1","0.0","49.6","0.0"
"VCGIDEVDB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VCGI","75.23","4.04","97.81","45.64","2018-07-25 11:42:40","26.4","0.0","-71.1","0.0"
"VCGIDEVDB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","75.23","4.04","97.81","45.64","2018-07-25 11:42:40","26.4","0.0","-71.1","0.0"
"VCGIPRDWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VCGI","85.74","7.01","98.90","90.84","2018-07-25 11:42:40","26.5","0.0","-85.8","0.0"
"VCGIPRDWEB01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","85.74","7.01","98.90","90.84","2018-07-25 11:42:40","26.5","0.0","-85.8","0.0"
"TAX-DC05","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.90","3.98","97.63","42.16","2018-10-11 11:14:56","26.5","0.0","1394.2","0.0"
"ERP-FMDRWEB02","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","55.61","2.25","96.44","28.12","2017-10-23 07:41:44","26.7","0.0","-1.1","0.0"
"JUD-OP-EFILE01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","86.49","7.40","98.81","83.97","2018-07-27 10:22:54","26.9","0.0","624.0","0.0"
"JUD-OP-EFILE01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","86.49","7.40","98.81","83.97","2018-07-27 10:22:54","26.9","0.0","624.0","0.0"
"ABDEVAPP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","80.01","5.00","98.61","71.87","2018-08-28 12:25:21","26.9","0.0","-4.8","0.0"
"ABDEVAPP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","80.01","5.00","98.61","71.87","2018-08-28 12:25:21","26.9","0.0","-4.8","0.0"
"DPSDIRMAN","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","65.59","2.91","96.14","25.93","2017-10-24 08:45:30","26.9","0.0","-83.3","0.0"
"DPSDIRMAN","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","65.59","2.91","96.14","25.93","2017-10-24 08:45:30","26.9","0.0","-83.3","0.0"
"GFSProxy1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","57.65","2.36","96.14","25.88","2017-10-26 08:18:17","27.0","0.0","-83.5","0.0"
"GFSProxy1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","57.65","2.36","96.14","25.88","2017-10-26 08:18:17","27.0","0.0","-83.5","0.0"
"ENT-VPN01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","76.78","4.31","98.20","55.70","2018-09-12 11:34:34","27.0","0.0","243.4","0.0"
"ENT-VPN01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","76.78","4.31","98.20","55.70","2018-09-12 11:34:34","27.0","0.0","243.4","0.0"
"TAX-DC04","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","74.57","3.93","97.58","41.30","2018-10-11 10:44:50","27.0","0.0","1423.2","0.0"
"JUD-OP-WF02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","78.91","4.74","98.05","51.35","2018-07-16 11:53:29","27.2","0.0","318.0","0.0"
"JUD-OP-WF02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","78.91","4.74","98.05","51.35","2018-07-16 11:53:29","27.2","0.0","318.0","0.0"
"DPSDOCSTAR-E","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","84.64","6.51","98.79","82.33","2018-01-24 09:09:57","27.4","0.0","-229.5","0.0"
"DPSDOCSTAR-E","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","84.64","6.51","98.79","82.33","2018-01-24 09:09:57","27.4","0.0","-229.5","0.0"
"PSB-DevEcrtWeb1","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","82.79","5.81","98.43","63.88","2018-07-06 10:28:23","27.4","0.0","-188.2","0.0"
"JUD-Logs","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","89.64","9.65","99.28","139.21","2018-08-28 08:14:28","27.8","0.0","31.6","0.0"
"JUD-Logs","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","89.64","9.65","99.28","139.21","2018-08-28 08:14:28","27.8","0.0","31.6","0.0"
"JUD-OP-APP02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","80.33","5.08","98.15","53.95","2018-07-16 11:43:31","27.9","0.0","189.0","0.0"
"JUD-OP-APP02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","80.33","5.08","98.15","53.95","2018-07-16 11:43:31","27.9","0.0","189.0","0.0"
"ERP-LTRIPP-VM-DR","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","52.84","2.12","96.52","28.75","2017-10-23 07:41:44","28.0","0.0","-17.0","0.0"
"PSD-ProEcrtWeb1","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","82.03","5.56","98.55","68.92","2018-07-06 10:28:24","28.0","0.0","16.3","0.0"
"JUD-ESERVICES-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","56.52","2.30","95.97","24.82","2018-08-28 08:14:28","28.1","0.0","109.3","0.0"
"JUD-ESERVICES-DC01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","56.52","2.30","95.97","24.82","2018-08-28 08:14:28","28.1","0.0","109.3","0.0"
"JUD-OP-INT02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","80.22","5.06","97.98","49.48","2018-07-16 11:43:30","28.2","0.0","699.3","0.0"
"JUD-OP-INT02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","80.22","5.06","97.98","49.48","2018-07-16 11:43:30","28.2","0.0","699.3","0.0"
"ERP-JBECKER-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","56.93","2.32","96.24","26.61","2018-06-22 12:07:21","28.2","0.0","-153.7","0.0"
"ERP-JBECKER-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","56.93","2.32","96.24","26.61","2018-06-22 12:07:21","28.2","0.0","-153.7","0.0"
"ERP-JHARRIS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","55.44","2.24","96.46","28.28","2018-06-22 12:07:21","28.5","0.0","-183.7","0.0"
"ERP-JHARRIS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","55.44","2.24","96.46","28.28","2018-06-22 12:07:21","28.5","0.0","-183.7","0.0"
"VICCrimeNtel","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","70.78","3.42","97.79","45.19","2017-10-23 07:29:10","28.5","0.0","-36.1","0.0"
"VICCrimeNtel","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","70.78","3.42","97.79","45.19","2017-10-23 07:29:10","28.5","0.0","-36.1","0.0"
"JUD-OP-FS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","80.08","5.02","97.96","48.94","2018-07-16 11:43:31","28.5","0.0","717.6","0.0"
"JUD-OP-FS01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","80.08","5.02","97.96","48.94","2018-07-16 11:43:31","28.5","0.0","717.6","0.0"
"AGR-OFProd2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","AGR","82.00","5.56","98.59","70.68","2018-08-17 10:08:35","29.0","0.0","-67.8","0.0"
"AGR-OFProd2012","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","82.00","5.56","98.59","70.68","2018-08-17 10:08:35","29.0","0.0","-67.8","0.0"
"VDOL-IUS-TST-WEB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","VDOL","90.76","10.82","99.31","144.90","2018-07-26 20:16:03","29.0","0.0","-940.4","0.0"
"VDOL-IUS-TST-WEB","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","90.76","10.82","99.31","144.90","2018-07-26 20:16:03","29.0","0.0","-940.4","0.0"
"VEPARDSHQSVCS1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","58.29","2.40","96.13","25.86","2017-10-31 14:26:44","29.1","0.0","-72.6","0.0"
"VEPARDSHQSVCS1","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","58.29","2.40","96.13","25.86","2017-10-31 14:26:44","29.1","0.0","-72.6","0.0"
"ERP-NCOLLINS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","56.61","2.30","96.09","25.61","2018-06-22 12:07:21","29.4","0.0","-190.4","0.0"
"ERP-NCOLLINS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","56.61","2.30","96.09","25.61","2018-06-22 12:07:21","29.4","0.0","-190.4","0.0"
"ENT-DCNET02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","76.47","4.25","97.54","40.68","2018-08-18 16:13:45","29.6","0.0","-122.5","0.0"
"ENT-DCNET02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","76.47","4.25","97.54","40.68","2018-08-18 16:13:45","29.6","0.0","-122.5","0.0"
"DPSDOCSTAR-F","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","83.32","6.00","98.68","75.95","2018-01-24 09:09:57","29.7","0.0","-190.1","0.0"
"DPSDOCSTAR-F","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","83.32","6.00","98.68","75.95","2018-01-24 09:09:57","29.7","0.0","-190.1","0.0"
"JUD-ONP-CONV-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","86.95","7.66","99.00","100.23","2018-08-28 08:14:28","30.0","0.0","-20.0","0.0"
"JUD-ONP-CONV-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","86.95","7.66","99.00","100.23","2018-08-28 08:14:28","30.0","0.0","-20.0","0.0"
"ENT-MBAM-SQL","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","56.99","2.32","96.00","25.02","2018-08-18 16:15:01","30.0","0.0","23.0","0.0"
"ENT-MBAM-SQL","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","56.99","2.32","96.00","25.02","2018-08-18 16:15:01","30.0","0.0","23.0","0.0"
"DPSPRINTSRV","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","59.25","2.45","95.99","24.97","2017-10-25 08:48:37","30.1","0.0","-757.8","0.0"
"DPSPRINTSRV","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","59.25","2.45","95.99","24.97","2017-10-25 08:48:37","30.1","0.0","-757.8","0.0"
"BGS-Lutron","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","89.89","9.90","99.25","133.30","2018-08-18 16:15:19","30.2","0.0","61.4","0.0"
"BGS-Lutron","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","89.89","9.90","99.25","133.30","2018-08-18 16:15:19","30.2","0.0","61.4","0.0"
"ERP-HRDRWEB03","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","48.28","1.93","96.24","26.57","2017-10-23 07:41:44","30.3","0.0","-0.3","0.0"
"JUD-ONP-DB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","95.59","22.69","99.66","297.51","2018-07-16 12:53:29","30.3","0.0","675.7","0.0"
"JUD-ONP-DB02","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","95.59","22.69","99.66","297.51","2018-07-16 12:53:29","30.3","0.0","675.7","0.0"
"VSPCROWNPOINTE","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","56.32","2.29","95.65","23.00","2017-10-25 13:47:01","30.3","0.0","-73.4","0.0"
"VSPCROWNPOINTE","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","56.32","2.29","95.65","23.00","2017-10-25 13:47:01","30.3","0.0","-73.4","0.0"
"JUD-ONP-STAGE-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","86.88","7.62","98.99","98.66","2018-08-28 08:14:28","30.5","0.0","25.1","0.0"
"JUD-ONP-STAGE-APP01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","86.88","7.62","98.99","98.66","2018-08-28 08:14:28","30.5","0.0","25.1","0.0"
"ERP-TMORSE-VM-DR","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","46.94","1.88","96.20","26.28","2017-10-23 07:41:44","30.6","0.0","-20.9","0.0"
"ERP-PBROOKS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ERP","55.27","2.24","95.92","24.51","2018-06-22 12:07:21","30.7","0.0","-104.4","0.0"
"ERP-PBROOKS-VM","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","55.27","2.24","95.92","24.51","2018-06-22 12:07:21","30.7","0.0","-104.4","0.0"
"DFSFIREDEV","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","51.43","2.06","95.59","22.70","2017-12-27 09:22:25","30.8","0.0","-346.6","0.0"
"DFSFIREDEV","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","51.43","2.06","95.59","22.70","2017-12-27 09:22:25","30.8","0.0","-346.6","0.0"
"JUD-ONP-STAGE-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","JUD","86.64","7.49","99.04","104.66","2018-08-28 08:14:27","30.8","0.0","18.9","0.0"
"JUD-ONP-STAGE-INT01","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","86.64","7.49","99.04","104.66","2018-08-28 08:14:27","30.8","0.0","18.9","0.0"
"ADS-CTOSQL","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ADS","64.40","2.81","97.06","34.06","2018-08-18 16:12:48","30.9","0.0","-14.1","0.0"
"ADS-CTOSQL","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","64.40","2.81","97.06","34.06","2018-08-18 16:12:48","30.9","0.0","-14.1","0.0"
"DPSNEXTEST","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","78.31","4.61","98.34","60.29","2017-10-25 08:48:37","30.9","0.0","-54.0","0.0"
"DPSNEXTEST","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","78.31","4.61","98.34","60.29","2017-10-25 08:48:37","30.9","0.0","-54.0","0.0"
"DPSDOCSTAR-S","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","DPS","88.99","9.08","99.19","124.17","2018-01-31 17:13:29","31.1","0.0","-145.6","0.0"
"DPSDOCSTAR-S","vSphere VM","eagpvmvc01.ea.dii.state.vt.us","Local","TV Two Weeks","Global","88.99","9.08","99.19","124.17","2018-01-31 17:13:29","31.1","0.0","-145.6","0.0"
"ANR-TestDev","vSphere VM","eagptvvc01.ea.dii.state.vt.us","Local","TV Two Weeks","ANR","54.97","2.22","95.85","24.08","2018-09-23 16:00:38","31.2","0.0","136.6","0.0"
