Object Name,Object Type,Location,Cluster Location,SLA Domain,Organization,Data Reduction (%),Dedup Ratio,Logical Data Reduction (%),Logical Dedup Ratio,Protected On,Total Local Storage (GB),Total Archive Storage (GB),Local Storage Growth (MB/day),Archive Storage Growth (MB/day)
AHS-UTILITIES,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,59.06,2.44,95.02,20.09,12/26/2017 15:37,37.4,0,-27.9,0
AHS-WSUS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,42.65,1.74,94.8,19.21,12/26/2017 15:37,105.6,0,-63.6,0
AHS-WSUS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,42.65,1.74,94.8,19.21,12/26/2017 15:37,105.6,0,-63.6,0
All,NAS Fileset,\\10.244.1.146\LRB,Local,NL Two Weeks NAS,Global,63.39,2.73,98.65,74.31,1/17/2018 9:23,1.3,0,0.8,0
All,NAS Fileset,\\10.244.1.146\VRB,Local,NL Two Weeks NAS,Global,71,3.45,97.81,45.69,1/21/2018 14:49,2.7,0,4,0
All,NAS Fileset,\\10.244.1.146\LTG,Local,NL Two Weeks NAS,Global,57.72,2.37,97.13,34.8,1/17/2018 9:24,3.9,0,0.4,0
All,NAS Fileset,\\10.244.1.146\WS,Local,NL Two Weeks NAS,Global,15.13,1.18,95.66,23.05,1/23/2018 10:03,17.9,0,1.8,0
All,NAS Fileset,\\10.244.1.146\WC,Local,NL Two Weeks NAS,Global,15.45,1.18,95.48,22.13,1/23/2018 10:02,25,0,1.8,0
All,NAS Fileset,\\10.244.1.146\ADM,Local,NL Two Weeks NAS,Global,48.59,1.95,96.52,28.69,1/15/2018 13:14,27.8,0,1.5,0
All,NAS Fileset,\\10.244.1.146\EXE,Local,NL Two Weeks NAS,Global,32.62,1.48,95.06,20.25,1/15/2018 13:13,32.7,0,3.9,0
All,NAS Fileset,\\10.244.1.146\FSD,Local,NL Two Weeks NAS,Global,46.5,1.87,95.58,22.61,1/15/2018 13:12,37.1,0,26.7,0
All,NAS Fileset,\\10.244.1.146\TSProfiles$,Local,NL Two Weeks NAS,Global,56.91,2.32,96.62,29.57,1/23/2018 14:21,41.9,0,35.7,0
All,NAS Fileset,\\10.244.1.146\VCW,Local,NL Two Weeks NAS,Global,20.16,1.25,94.25,17.4,1/21/2018 14:47,52.2,0,6,0
All,NAS Fileset,\\10.244.1.146\RM,Local,NL Two Weeks NAS,Global,32.67,1.49,95.34,21.48,1/17/2018 9:27,71,0,-1175.1,0
All,NAS Fileset,\\10.244.1.146\VLC,Local,NL Two Weeks NAS,Global,29.19,1.41,94.18,17.19,1/21/2018 14:47,89.2,0,40.5,0
All,NAS Fileset,\\10.244.1.146\AUD,Local,NL Two Weeks NAS,Global,48.74,1.95,95.92,24.53,1/15/2018 13:12,136.8,0,140.7,0
All,NAS Fileset,\\10.244.1.146\HRC,Local,NL Two Weeks NAS,Global,28.95,1.41,94.19,17.21,1/15/2018 13:10,143.1,0,222.4,0
All,NAS Fileset,\\10.244.1.146\MIL,Local,NL Two Weeks NAS,Global,10.46,1.12,94.55,18.34,1/17/2018 9:25,214.5,0,27.2,0
All,NAS Fileset,\\10.244.1.146\FIN,Local,NL Two Weeks NAS,Global,52.36,2.1,96.5,28.58,1/15/2018 13:13,241.2,0,114.4,0
All,NAS Fileset,\\10.244.1.146\PSB,Local,NL Two Weeks NAS,Global,25.2,1.34,94.5,18.17,1/17/2018 9:25,249.3,0,146,0
All,NAS Fileset,\\10.244.1.146\LIB,Local,NL Two Weeks NAS,Global,39.07,1.64,95.77,23.67,1/17/2018 9:22,258.3,0,516.9,0
All,NAS Fileset,\\10.244.1.146\GMCB,Local,NL Two Weeks NAS,Global,27.35,1.38,95.21,20.87,1/15/2018 13:11,286.9,0,96.1,0
All,NAS Fileset,\\10.244.1.146\ACD,Local,NL Two Weeks NAS,Global,24.29,1.32,93.75,15.99,1/15/2018 13:11,297.5,0,-43.8,0
All,NAS Fileset,\\jud-fs01.crt.state.vt.us\JUD-Misc,Local,NL Two Weeks NAS,Global,23.22,1.3,95.76,23.59,3/29/2018 10:31,297.7,0,0,0
All,NAS Fileset,\\jud-fs01.crt.state.vt.us\JUD-Shared folders,Local,NL Two Weeks NAS,Global,47.95,1.92,96.8,31.2,3/29/2018 11:09,437.9,0,413.7,0
All,NAS Fileset,\\10.244.1.146\VVH,Local,NL Two Weeks NAS,Global,26.65,1.36,94.86,19.44,1/23/2018 10:02,605.1,0,231.3,0
All,NAS Fileset,\\10.244.1.146\VCJTC,Local,NL Two Weeks NAS,Global,31,1.45,94.64,18.66,1/21/2018 14:46,702.5,0,146.4,0
All,NAS Fileset,\\159.105.132.105\AHS-DMH-VSH,Local,NL Two Weeks NAS,Global,48.01,1.92,96.11,25.68,2/7/2018 9:35,842.5,0,270.6,0
All,NAS Fileset,\\10.244.1.146\DII,Local,NL Two Weeks NAS,Global,33.01,1.49,95.07,20.27,1/15/2018 13:14,1150.9,0,524.6,0
All,NAS Fileset,\\10.244.1.146\PSD,Local,NL Two Weeks NAS,Global,41.63,1.71,95.76,23.6,1/17/2018 9:26,1203.5,0,449.7,0
All,NAS Fileset,\\10.246.14.28\root01$,Local,NL Two Weeks NAS,Global,80.08,5.02,95.39,21.67,2/2/2018 10:15,1312,0,2911,0
All,NAS Fileset,\\159.105.132.105\AHS-DAIL,Local,NL Two Weeks NAS,Global,33.92,1.51,95.42,21.81,2/8/2018 9:30,1865.2,0,2023.8,0
All,NAS Fileset,\\10.244.1.146\DHR,Local,NL Two Weeks NAS,Global,31.06,1.45,94.7,18.87,1/15/2018 13:12,2010.6,0,3955.3,0
All,NAS Fileset,\\10.244.1.146\AGR,Local,NL Two Weeks NAS,Global,26.23,1.36,94.01,16.68,1/15/2018 13:15,2108.9,0,4266.9,0
All,NAS Fileset,\\159.105.132.105\AHS-DVHA,Local,NL Two Weeks NAS,Global,62.23,2.65,97.43,38.88,2/9/2018 11:57,2319.2,0,3994.5,0
All,NAS Fileset,\\10.244.1.146\BGS,Local,NL Two Weeks NAS,Global,21.11,1.27,93.67,15.8,1/15/2018 13:11,4036.7,0,-1854.2,0
All,NAS Fileset,\\159.105.132.105\AHS-DCF,Local,NL Two Weeks NAS,Global,30.73,1.44,94.77,19.12,2/15/2018 9:58,4398.8,0,1480.9,0
All,NAS Fileset,\\159.105.132.105\AHS-DOC,Local,NL Two Weeks NAS,Global,27.96,1.39,94.38,17.8,2/17/2018 8:33,5157.9,0,3828,0
All,NAS Fileset,\\10.244.1.146\ACCD,Local,NL Two Weeks NAS,Global,15.87,1.19,93.69,15.84,1/15/2018 13:25,5413.7,0,-294.2,0
All,NAS Fileset,\\159.105.132.105\AHS-CO,Local,NL Two Weeks NAS,Global,33.48,1.5,95.38,21.63,2/9/2018 10:38,6454.8,0,7031.6,0
All,NAS Fileset,\\159.105.132.105\AHS-VDH,Local,NL Two Weeks NAS,Global,51.27,2.05,96.96,32.9,3/22/2018 7:37,9814,0,6160.1,0
All,NAS Fileset,\\10.244.1.146\VCGI,Local,NL Two Weeks NAS,Global,35.11,1.54,96.51,28.67,3/20/2018 12:21,12368.1,0,10567,0
All,NAS Fileset,\\10.244.1.146\SAS,Local,NL Two Weeks NAS,Global,12.89,1.15,93.63,15.69,1/23/2018 15:17,14117.1,0,7261.9,0
ANR-Aries,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,56.14,2.28,95.04,20.16,11/11/2017 8:35,63.9,0,-12.2,0
ANR-Aries,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,56.14,2.28,95.04,20.16,11/11/2017 8:35,63.9,0,-12.2,0
ANR-Aries,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,56.14,2.28,95.04,20.16,11/11/2017 8:35,63.9,0,-12.2,0
ANR-AV,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,60.95,2.56,95.72,23.35,7/12/2018 13:43,64.4,0,1839.7,0
ANR-AV,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,60.95,2.56,95.72,23.35,7/12/2018 13:43,64.4,0,1839.7,0
ANR-AV,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,60.95,2.56,95.72,23.35,7/12/2018 13:43,64.4,0,1839.7,0
ANR-AV01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,32.89,1.49,87.62,8.08,11/11/2017 8:35,204.7,0,124,0
ANR-AV01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,32.89,1.49,87.62,8.08,11/11/2017 8:35,204.7,0,124,0
ANR-AV01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,32.89,1.49,87.62,8.08,11/11/2017 8:35,204.7,0,124,0
ANR-Capture,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,75.12,4.02,97.9,47.51,7/20/2018 12:17,32.8,0,79,0
ANR-Capture,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,75.12,4.02,97.9,47.51,7/20/2018 12:17,32.8,0,79,0
ANR-Capture,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,75.12,4.02,97.9,47.51,7/20/2018 12:17,32.8,0,79,0
ANR-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,70.06,3.34,96.65,29.89,1/2/2018 8:45,25.1,0,-26.8,0
ANR-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,70.06,3.34,96.65,29.89,1/2/2018 8:45,25.1,0,-26.8,0
ANR-DC01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.06,3.34,96.65,29.89,1/2/2018 8:45,25.1,0,-26.8,0
ANR-DC02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,69.63,3.29,96.65,29.82,12/31/2017 18:45,25.2,0,-15.5,0
ANR-DC02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,69.63,3.29,96.65,29.82,12/31/2017 18:45,25.2,0,-15.5,0
ANR-DC02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,69.63,3.29,96.65,29.82,12/31/2017 18:45,25.2,0,-15.5,0
ANR-Eris,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,52.27,2.1,95.96,24.74,11/11/2017 8:35,48.6,0,-31.7,0
ANR-Eris,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,52.27,2.1,95.96,24.74,11/11/2017 8:35,48.6,0,-31.7,0
ANR-Eris,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,52.27,2.1,95.96,24.74,11/11/2017 8:35,48.6,0,-31.7,0
ANR-ERMSSearch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,74.74,3.96,97.03,33.64,8/30/2018 9:01,46.3,0,613.8,0
ANR-ERMSSearch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,74.74,3.96,97.03,33.64,8/30/2018 9:01,46.3,0,613.8,0
ANR-ERMSSearch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,74.74,3.96,97.03,33.64,8/30/2018 9:01,46.3,0,613.8,0
ANR-GDB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,42.5,1.74,87.58,8.05,10/3/2018 17:10,11154.8,0,383976.4,0
ANR-GDB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,42.5,1.74,87.58,8.05,10/3/2018 17:10,11154.8,0,383976.4,0
ANR-GDB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,42.5,1.74,87.58,8.05,10/3/2018 17:10,11154.8,0,383976.4,0
ANR-Intra,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,90.33,10.34,99.29,140.63,12/31/2017 18:46,32.1,0,40.3,0
ANR-Intra,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,90.33,10.34,99.29,140.63,12/31/2017 18:46,32.1,0,40.3,0
ANR-Intra,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,90.33,10.34,99.29,140.63,12/31/2017 18:46,32.1,0,40.3,0
ANR-Leo,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,80.94,5.25,98.34,60.16,1/2/2018 8:48,30,0,18.7,0
ANR-Leo,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,80.94,5.25,98.34,60.16,1/2/2018 8:48,30,0,18.7,0
ANR-Leo,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,80.94,5.25,98.34,60.16,1/2/2018 8:48,30,0,18.7,0
ANR-Maps,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,36.16,1.57,94.09,16.93,11/11/2017 8:35,261.3,0,202.1,0
ANR-Maps,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,36.16,1.57,94.09,16.93,11/11/2017 8:35,261.3,0,202.1,0
ANR-Maps,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,36.16,1.57,94.09,16.93,11/11/2017 8:35,261.3,0,202.1,0
ANR-Mars,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,38.77,1.63,95.81,23.86,11/11/2017 8:35,290.2,0,-818.5,0
ANR-Mars,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,38.77,1.63,95.81,23.86,11/11/2017 8:35,290.2,0,-818.5,0
ANR-Mars,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,38.77,1.63,95.81,23.86,11/11/2017 8:35,290.2,0,-818.5,0
ANR-NForms,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,68.25,3.15,97.36,37.87,11/11/2017 8:35,39.7,0,-32.6,0
ANR-NForms,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,68.25,3.15,97.36,37.87,11/11/2017 8:35,39.7,0,-32.6,0
ANR-NForms,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.25,3.15,97.36,37.87,11/11/2017 8:35,39.7,0,-32.6,0
ANR-NRBSP2010,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,77.9,4.53,97.79,45.18,11/11/2017 8:35,39.9,0,132.3,0
ANR-NRBSP2010,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,77.9,4.53,97.79,45.18,11/11/2017 8:35,39.9,0,132.3,0
ANR-NRBSP2010,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,77.9,4.53,97.79,45.18,11/11/2017 8:35,39.9,0,132.3,0
ANR-Proxy,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,27.16,1.37,94.68,18.79,12/31/2017 18:46,492.7,0,-2317.4,0
ANR-Proxy,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,27.16,1.37,94.68,18.79,12/31/2017 18:46,492.7,0,-2317.4,0
ANR-Proxy,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,27.16,1.37,94.68,18.79,12/31/2017 18:46,492.7,0,-2317.4,0
ANR-SPFE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,33.65,1.51,90.84,10.92,12/31/2017 18:48,909.5,0,3154.6,0
ANR-SPFE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,33.65,1.51,90.84,10.92,12/31/2017 18:48,909.5,0,3154.6,0
ANR-SPFE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,33.65,1.51,90.84,10.92,12/31/2017 18:48,909.5,0,3154.6,0
ANR-SPWebApp,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,80.48,5.12,98.33,60.03,1/3/2018 9:20,162.8,0,14.9,0
ANR-SPWebApp,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,80.48,5.12,98.33,60.03,1/3/2018 9:20,162.8,0,14.9,0
ANR-SPWebApp,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,80.48,5.12,98.33,60.03,1/3/2018 9:20,162.8,0,14.9,0
ANR-TestSearch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,79.62,4.91,98.61,72.17,8/30/2018 9:01,16.7,0,-297,0
ANR-TestSearch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,79.62,4.91,98.61,72.17,8/30/2018 9:01,16.7,0,-297,0
ANR-Venus,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,55.75,2.26,92.1,12.65,1/5/2018 9:03,2089.7,0,15920.7,0
ANR-Venus,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,55.75,2.26,92.1,12.65,1/5/2018 9:03,2089.7,0,15920.7,0
ANR-Venus,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,55.75,2.26,92.1,12.65,1/5/2018 9:03,2089.7,0,15920.7,0
ANR-vParksRH7,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,70.7,3.41,96.99,33.22,12/31/2017 18:49,90.5,0,96.9,0
ANR-vParksRH7,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,70.7,3.41,96.99,33.22,12/31/2017 18:49,90.5,0,96.9,0
ANR-vParksRH7,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.7,3.41,96.99,33.22,12/31/2017 18:49,90.5,0,96.9,0
ANR-WEB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,86.09,7.19,98.96,96,1/2/2018 8:52,46.1,0,-64.2,0
ANR-WEB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,86.09,7.19,98.96,96,1/2/2018 8:52,46.1,0,-64.2,0
ANR-WEB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,86.09,7.19,98.96,96,1/2/2018 8:52,46.1,0,-64.2,0
ANR-WWWIntranet,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,90.71,10.76,99.31,143.99,1/2/2018 8:49,37.9,0,-5.4,0
ANR-WWWIntranet,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,ANR,90.71,10.76,99.31,143.99,1/2/2018 8:49,37.9,0,-5.4,0
ANR-WWWIntranet,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,90.71,10.76,99.31,143.99,1/2/2018 8:49,37.9,0,-5.4,0
AzureLinuxtest01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,98.72,77.85,99.91,1167.75,4/10/2018 16:47,1.7,0,0,0
AzureLinuxtest01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,98.72,77.85,99.91,1167.75,4/10/2018 16:47,1.7,0,0,0
AzureMigrate,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,85.73,7.01,99.03,103.62,11/29/2017 14:32,12.4,0,0,0
AzureMigrate,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,85.73,7.01,99.03,103.62,11/29/2017 14:32,12.4,0,0,0
AZURETEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,76.21,4.2,97.93,48.37,10/6/2017 14:37,15.9,0,6.8,0
AZURETEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,76.21,4.2,97.93,48.37,10/6/2017 14:37,15.9,0,6.8,0
Azuretest01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,96.13,25.82,99.73,368.16,10/6/2017 14:37,28,0,14,0
Azuretest01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,96.13,25.82,99.73,368.16,10/6/2017 14:37,28,0,14,0
BGS-CTCHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,81.52,5.41,98.4,62.33,12/13/2017 14:05,20.7,0,8.1,0
BGS-CTCHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,81.52,5.41,98.4,62.33,12/13/2017 14:05,20.7,0,8.1,0
BGS-CTCHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,81.52,5.41,98.4,62.33,12/13/2017 14:05,20.7,0,8.1,0
BGS-CTIAX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,80.33,5.08,97.06,33.96,12/13/2017 14:05,132.8,0,259,0
BGS-CTIAX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,80.33,5.08,97.06,33.96,12/13/2017 14:05,132.8,0,259,0
BGS-CTIAX,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,80.33,5.08,97.06,33.96,12/13/2017 14:05,132.8,0,259,0
BGS-CTIN4,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,91.26,11.44,99.32,147.72,8/9/2018 17:37,20.4,0,8.3,0
BGS-CTIN4,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,91.26,11.44,99.32,147.72,8/9/2018 17:37,20.4,0,8.3,0
BGS-CTIN4,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,91.26,11.44,99.32,147.72,8/9/2018 17:37,20.4,0,8.3,0
BGS-CTIR2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,84.41,6.42,98.72,78.26,12/13/2017 14:05,30.9,0,45.4,0
BGS-CTIR2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,84.41,6.42,98.72,78.26,12/13/2017 14:05,30.9,0,45.4,0
BGS-CTIR2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,84.41,6.42,98.72,78.26,12/13/2017 14:05,30.9,0,45.4,0
BGS-FTview,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,61.22,2.58,96.72,30.45,12/13/2017 14:05,42.3,0,12.2,0
BGS-FTview,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,61.22,2.58,96.72,30.45,12/13/2017 14:05,42.3,0,12.2,0
BGS-FTview,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,61.22,2.58,96.72,30.45,12/13/2017 14:05,42.3,0,12.2,0
BGS-Gasmonitor,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,70.61,3.4,97.21,35.8,12/29/2017 9:14,21,0,58,0
BGS-Gasmonitor,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,70.61,3.4,97.21,35.8,12/29/2017 9:14,21,0,58,0
BGS-Gasmonitor,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,70.61,3.4,97.21,35.8,12/29/2017 9:14,21,0,58,0
BGS-JCIHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,68.9,3.22,96.99,33.18,12/13/2017 14:05,24.3,0,46.9,0
BGS-JCIHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,68.9,3.22,96.99,33.18,12/13/2017 14:05,24.3,0,46.9,0
BGS-JCIHVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,68.9,3.22,96.99,33.18,12/13/2017 14:05,24.3,0,46.9,0
BGS-N4HVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,67.57,3.08,96.79,31.19,12/13/2017 14:05,25.8,0,49.5,0
BGS-N4HVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,67.57,3.08,96.79,31.19,12/13/2017 14:05,25.8,0,49.5,0
BGS-N4HVAC,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,67.57,3.08,96.79,31.19,12/13/2017 14:05,25.8,0,49.5,0
BGS-PLNTPRESS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,52.81,2.12,95.22,20.93,12/29/2017 9:14,57.5,0,310.8,0
BGS-PLNTPRESS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,52.81,2.12,95.22,20.93,12/29/2017 9:14,57.5,0,310.8,0
BGS-PLNTPRESS,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,52.81,2.12,95.22,20.93,12/29/2017 9:14,57.5,0,310.8,0
BGS-PRINTASE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,54.22,2.18,95.99,24.92,12/29/2017 9:14,43.1,0,23.3,0
BGS-PRINTASE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,54.22,2.18,95.99,24.92,12/29/2017 9:14,43.1,0,23.3,0
BGS-PRINTASE,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Global,54.22,2.18,95.99,24.92,12/29/2017 9:14,43.1,0,23.3,0
BGS-Prowatch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,Dave Fortin,59.63,2.48,94.98,19.91,12/29/2017 9:14,498.2,0,2360.3,0
BGS-Prowatch,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,NL Two Weeks,DII - EAS,59.63,2.48,94.98,19.91,12/29/2017 9:14,498.2,0,2360.3,0
